C:\Users\jonathans\PycharmProjects\PSSEDYN\SampleSystem\OUT\out_dyntools_demo_bus154_fault.out
                     21             22      
        Time(s) VOLT 2 [BUS 2  VOLT 3 [BUS 3 
                       18.000]        13.800]
        92.6661       0.969463        1.07664
        92.6744       0.969463        1.07664
        92.6828       0.969465        1.07664
        92.6911       0.969466        1.07664
        92.6994       0.969467        1.07664
        92.7078       0.969468        1.07664
        92.7161       0.969469        1.07665
        92.7244        0.96947        1.07665
        92.7327       0.969471        1.07665
        92.7411       0.969472        1.07665
        92.7494       0.969473        1.07665
        92.7577       0.969474        1.07665
        92.7661       0.969475        1.07665
        92.7744       0.969477        1.07665
        92.7827       0.969478        1.07665
        92.7911       0.969479        1.07665
        92.7994        0.96948        1.07665
        92.8077       0.969481        1.07666
        92.8161       0.969482        1.07666
        92.8244       0.969483        1.07666
        92.8327       0.969485        1.07666
        92.8411       0.969486        1.07666
        92.8494       0.969487        1.07666
        92.8577       0.969489        1.07666
        92.8661        0.96949        1.07666
        92.8744       0.969492        1.07666
        92.8827       0.969493        1.07666
         92.891       0.969495        1.07666
        92.8994       0.969496        1.07666
        92.9077       0.969497        1.07666
         92.916       0.969498        1.07666
        92.9244         0.9695        1.07666
        92.9327       0.969501        1.07666
         92.941       0.969502        1.07666
        92.9494       0.969502        1.07666
        92.9577       0.969503        1.07666
         92.966       0.969503        1.07666
        92.9744       0.969503        1.07666
        92.9827       0.969503        1.07666
         92.991       0.969504        1.07666
        92.9994       0.969504        1.07666
        93.0077       0.969504        1.07666
         93.016       0.969505        1.07666
        93.0243       0.969505        1.07666
        93.0327       0.969506        1.07667
         93.041       0.969507        1.07667
        93.0493       0.969508        1.07667
        93.0577       0.969509        1.07667
         93.066        0.96951        1.07667
        93.0743        0.96951        1.07667
        93.0827       0.969511        1.07667
         93.091       0.969512        1.07667
        93.0993       0.969513        1.07667
        93.1077       0.969513        1.07667
         93.116       0.969514        1.07667
        93.1243       0.969515        1.07667
        93.1327       0.969516        1.07668
         93.141       0.969516        1.07668
        93.1493       0.969517        1.07668
        93.1576       0.969518        1.07668
         93.166       0.969519        1.07668
        93.1743       0.969519        1.07668
        93.1826        0.96952        1.07668
         93.191       0.969521        1.07668
        93.1993       0.969522        1.07668
        93.2076       0.969523        1.07668
         93.216       0.969523        1.07668
        93.2243       0.969524        1.07668
        93.2326       0.969525        1.07668
         93.241       0.969526        1.07668
        93.2493       0.969527        1.07668
        93.2576       0.969528        1.07669
         93.266       0.969528        1.07669
        93.2743       0.969529        1.07669
        93.2826        0.96953        1.07669
        93.2909       0.969531        1.07669
        93.2993       0.969532        1.07669
        93.3076       0.969533        1.07669
        93.3159       0.969534        1.07669
        93.3243       0.969535        1.07669
        93.3326       0.969536        1.07669
        93.3409       0.969537        1.07669
        93.3493       0.969538        1.07669
        93.3576       0.969539        1.07669
        93.3659        0.96954        1.07669
        93.3743        0.96954        1.07669
        93.3826       0.969541         1.0767
        93.3909       0.969542         1.0767
        93.3993       0.969543         1.0767
        93.4076       0.969544         1.0767
        93.4159       0.969545         1.0767
        93.4242       0.969546         1.0767
        93.4326       0.969547         1.0767
        93.4409       0.969548         1.0767
        93.4492       0.969549         1.0767
        93.4576        0.96955         1.0767
        93.4659       0.969551         1.0767
        93.4742       0.969551         1.0767
        93.4826       0.969552         1.0767
        93.4909       0.969553         1.0767
        93.4992       0.969554         1.0767
        93.5076       0.969555         1.0767
        93.5159       0.969556        1.07671
        93.5242       0.969557        1.07671
        93.5326       0.969558        1.07671
        93.5409       0.969559        1.07671
        93.5492        0.96956        1.07671
        93.5575       0.969561        1.07671
        93.5659       0.969562        1.07671
        93.5742       0.969562        1.07671
        93.5825       0.969563        1.07671
        93.5909       0.969564        1.07671
        93.5992       0.969565        1.07671
        93.6075       0.969566        1.07671
        93.6159       0.969567        1.07671
        93.6242       0.969568        1.07671
        93.6325       0.969569        1.07671
        93.6409        0.96957        1.07671
        93.6492       0.969571        1.07671
        93.6575       0.969571        1.07671
        93.6659       0.969572        1.07671
        93.6742       0.969573        1.07672
        93.6825       0.969574        1.07672
        93.6908       0.969575        1.07672
        93.6992       0.969576        1.07672
        93.7075       0.969578        1.07672
        93.7158       0.969579        1.07672
        93.7242       0.969579        1.07672
        93.7325       0.969581        1.07672
        93.7408       0.969582        1.07672
        93.7492       0.969583        1.07672
        93.7575       0.969584        1.07672
        93.7658       0.969585        1.07672
        93.7742       0.969585        1.07672
        93.7825       0.969586        1.07672
        93.7908       0.969586        1.07672
        93.7992       0.969586        1.07672
        93.8075       0.969587        1.07672
        93.8158       0.969587        1.07672
        93.8242       0.969587        1.07672
        93.8325       0.969587        1.07672
        93.8408       0.969588        1.07672
        93.8491       0.969588        1.07672
        93.8575       0.969588        1.07672
        93.8658       0.969589        1.07673
        93.8741        0.96959        1.07673
        93.8825       0.969591        1.07673
        93.8908       0.969592        1.07673
        93.8991       0.969592        1.07673
        93.9075       0.969593        1.07673
        93.9158       0.969594        1.07673
        93.9241       0.969594        1.07673
        93.9325       0.969595        1.07673
        93.9408       0.969596        1.07673
        93.9491       0.969597        1.07674
        93.9575       0.969598        1.07674
        93.9658       0.969599        1.07674
        93.9741         0.9696        1.07674
        93.9824         0.9696        1.07674
        93.9908       0.969601        1.07674
        93.9991       0.969602        1.07674
        94.0074       0.969602        1.07674
        94.0158       0.969603        1.07674
        94.0241       0.969604        1.07674
        94.0324       0.969604        1.07674
        94.0408       0.969605        1.07674
        94.0491       0.969606        1.07674
        94.0574       0.969606        1.07675
        94.0658       0.969607        1.07675
        94.0741       0.969608        1.07675
        94.0824       0.969608        1.07675
        94.0908       0.969609        1.07675
        94.0991        0.96961        1.07675
        94.1074       0.969611        1.07675
        94.1157       0.969611        1.07675
        94.1241       0.969612        1.07675
        94.1324       0.969613        1.07675
        94.1407       0.969614        1.07675
        94.1491       0.969614        1.07675
        94.1574       0.969615        1.07676
        94.1657       0.969616        1.07676
        94.1741       0.969616        1.07676
        94.1824       0.969617        1.07676
        94.1907       0.969618        1.07676
        94.1991       0.969618        1.07676
        94.2074       0.969619        1.07676
        94.2157        0.96962        1.07676
        94.2241       0.969621        1.07676
        94.2324       0.969621        1.07676
        94.2407       0.969622        1.07676
         94.249       0.969623        1.07676
        94.2574       0.969623        1.07677
        94.2657       0.969624        1.07677
         94.274       0.969625        1.07677
        94.2824       0.969626        1.07677
        94.2907       0.969626        1.07677
         94.299       0.969626        1.07677
        94.3074       0.969628        1.07677
        94.3157       0.969629        1.07677
         94.324       0.969629        1.07677
        94.3324        0.96963        1.07677
        94.3407       0.969629        1.07677
         94.349        0.96963        1.07677
        94.3574       0.969631        1.07678
        94.3657       0.969633        1.07678
         94.374       0.969633        1.07678
        94.3823       0.969633        1.07678
        94.3907       0.969634        1.07678
         94.399       0.969635        1.07678
        94.4073       0.969635        1.07678
        94.4157       0.969637        1.07678
         94.424       0.969637        1.07678
        94.4323       0.969637        1.07678
        94.4407       0.969638        1.07678
         94.449       0.969639        1.07678
        94.4573       0.969639        1.07679
        94.4657        0.96964        1.07679
         94.474       0.969642        1.07679
        94.4823       0.969642        1.07679
        94.4907       0.969642        1.07679
         94.499       0.969643        1.07679
        94.5073       0.969644        1.07679
        94.5156       0.969644        1.07679
         94.524       0.969645        1.07679
        94.5323       0.969647        1.07679
        94.5406       0.969647        1.07679
         94.549       0.969647        1.07679
        94.5573       0.969648        1.07679
        94.5656       0.969648        1.07679
         94.574       0.969649         1.0768
        94.5823        0.96965         1.0768
        94.5906       0.969652         1.0768
         94.599       0.969652         1.0768
        94.6073       0.969652         1.0768
        94.6156       0.969653         1.0768
         94.624       0.969653         1.0768
        94.6323       0.969654         1.0768
        94.6406       0.969655         1.0768
        94.6489       0.969657         1.0768
        94.6573       0.969657         1.0768
        94.6656       0.969657         1.0768
        94.6739       0.969658         1.0768
        94.6823       0.969658         1.0768
        94.6906       0.969659         1.0768
        94.6989        0.96966         1.0768
        94.7073       0.969662        1.07681
        94.7156       0.969662        1.07681
        94.7239       0.969662        1.07681
        94.7323       0.969663        1.07681
        94.7406       0.969664        1.07681
        94.7489       0.969664        1.07681
        94.7573       0.969665        1.07681
        94.7656       0.969667        1.07681
        94.7739       0.969667        1.07681
        94.7822       0.969667        1.07681
        94.7906       0.969668        1.07681
        94.7989       0.969669        1.07681
        94.8072        0.96967        1.07681
        94.8156       0.969671        1.07681
        94.8239       0.969672        1.07681
        94.8322       0.969671        1.07681
        94.8406       0.969672        1.07681
        94.8489       0.969673        1.07681
        94.8572       0.969674        1.07681
        94.8656       0.969675        1.07681
        94.8739       0.969677        1.07682
        94.8822       0.969677        1.07682
        94.8906       0.969677        1.07682
        94.8989       0.969678        1.07682
        94.9072       0.969678        1.07682
        94.9156       0.969679        1.07682
        94.9239       0.969681        1.07682
        94.9322       0.969681        1.07682
        94.9405       0.969681        1.07682
        94.9489       0.969682        1.07682
        94.9572       0.969683        1.07682
        94.9655       0.969684        1.07682
        94.9739       0.969685        1.07682
        94.9822       0.969686        1.07682
        94.9905       0.969685        1.07682
        94.9989       0.969686        1.07682
        95.0072       0.969687        1.07682
        95.0155       0.969688        1.07682
        95.0239        0.96969        1.07682
        95.0322        0.96969        1.07682
        95.0405        0.96969        1.07682
        95.0489       0.969691        1.07682
        95.0572       0.969691        1.07682
        95.0655       0.969692        1.07682
        95.0738       0.969694        1.07682
        95.0822       0.969694        1.07682
        95.0905       0.969694        1.07682
        95.0988       0.969695        1.07682
        95.1072       0.969696        1.07682
        95.1155       0.969698        1.07683
        95.1238       0.969698        1.07683
        95.1322       0.969698        1.07682
        95.1405       0.969699        1.07683
        95.1488       0.969699        1.07683
        95.1572       0.969701        1.07683
        95.1655       0.969702        1.07683
        95.1738       0.969701        1.07683
        95.1822       0.969703        1.07683
        95.1905       0.969705        1.07683
        95.1988       0.969706        1.07683
        95.2071       0.969708        1.07683
        95.2155       0.969708        1.07683
        95.2238       0.969708        1.07683
        95.2321       0.969708        1.07683
        95.2405       0.969709        1.07683
        95.2488       0.969709        1.07683
        95.2571        0.96971        1.07683
        95.2655        0.96971        1.07683
        95.2738       0.969711        1.07683
        95.2821       0.969711        1.07683
        95.2905       0.969711        1.07683
        95.2988       0.969712        1.07683
        95.3071       0.969712        1.07683
        95.3155       0.969713        1.07683
        95.3238       0.969713        1.07683
        95.3321       0.969713        1.07683
        95.3404       0.969714        1.07683
        95.3488       0.969713        1.07683
        95.3571       0.969712        1.07683
        95.3654       0.969712        1.07683
        95.3738       0.969712        1.07683
        95.3821       0.969713        1.07684
        95.3904       0.969713        1.07684
        95.3988       0.969714        1.07684
        95.4071       0.969714        1.07684
        95.4154       0.969715        1.07684
        95.4238       0.969716        1.07684
        95.4321       0.969718        1.07684
        95.4404       0.969719        1.07685
        95.4488        0.96972        1.07685
        95.4571       0.969721        1.07685
        95.4654       0.969722        1.07685
        95.4737       0.969722        1.07685
        95.4821       0.969721        1.07685
        95.4904        0.96972        1.07685
        95.4987        0.96972        1.07685
        95.5071       0.969719        1.07685
        95.5154       0.969719        1.07685
        95.5237       0.969718        1.07685
        95.5321       0.969718        1.07685
        95.5404       0.969719        1.07685
        95.5487        0.96972        1.07685
        95.5571       0.969722        1.07686
        95.5654       0.969723        1.07686
        95.5737       0.969725        1.07686
        95.5821       0.969726        1.07686
        95.5904       0.969727        1.07686
        95.5987       0.969728        1.07686
         95.607       0.969728        1.07686
        95.6154       0.969728        1.07686
        95.6237       0.969728        1.07686
         95.632       0.969728        1.07687
        95.6404       0.969729        1.07687
        95.6487       0.969729        1.07687
         95.657       0.969729        1.07687
        95.6654        0.96973        1.07687
        95.6737        0.96973        1.07687
         95.682        0.96973        1.07687
        95.6904        0.96973        1.07687
        95.6987        0.96973        1.07687
         95.707       0.969729        1.07687
        95.7154       0.969729        1.07687
        95.7237       0.969729        1.07687
         95.732        0.96973        1.07688
        95.7403        0.96973        1.07688
        95.7487       0.969731        1.07688
         95.757       0.969732        1.07688
        95.7653       0.969732        1.07688
        95.7737       0.969732        1.07688
         95.782       0.969733        1.07689
        95.7903       0.969733        1.07689
        95.7987       0.969734        1.07689
         95.807       0.969734        1.07689
        95.8153       0.969734        1.07689
        95.8237       0.969735        1.07689
         95.832       0.969735        1.07689
        95.8403       0.969736        1.07689
        95.8487       0.969736         1.0769
         95.857       0.969736         1.0769
        95.8653       0.969737         1.0769
        95.8736       0.969737         1.0769
         95.882       0.969738         1.0769
        95.8903       0.969738         1.0769
        95.8986       0.969739         1.0769
         95.907       0.969739         1.0769
        95.9153        0.96974         1.0769
        95.9236        0.96974        1.07691
         95.932        0.96974        1.07691
        95.9403       0.969741        1.07691
        95.9486       0.969741        1.07691
         95.957       0.969742        1.07691
        95.9653       0.969742        1.07691
        95.9736       0.969743        1.07691
         95.982       0.969743        1.07691
        95.9903       0.969744        1.07691
        95.9986       0.969745        1.07691
         96.007       0.969745        1.07691
        96.0153       0.969745        1.07691
        96.0236       0.969746        1.07692
        96.0319       0.969747        1.07692
        96.0403       0.969747        1.07692
        96.0486       0.969748        1.07692
        96.0569       0.969748        1.07692
        96.0653       0.969749        1.07692
        96.0736       0.969749        1.07692
        96.0819        0.96975        1.07692
        96.0903        0.96975        1.07692
        96.0986       0.969751        1.07692
        96.1069       0.969751        1.07692
        96.1153       0.969752        1.07692
        96.1236       0.969753        1.07692
        96.1319       0.969753        1.07692
        96.1403       0.969754        1.07693
        96.1486       0.969754        1.07693
        96.1569       0.969755        1.07693
        96.1652       0.969755        1.07693
        96.1736       0.969756        1.07693
        96.1819       0.969756        1.07693
        96.1902       0.969757        1.07693
        96.1986       0.969758        1.07693
        96.2069       0.969758        1.07693
        96.2152       0.969759        1.07693
        96.2236       0.969759        1.07693
        96.2319        0.96976        1.07693
        96.2402        0.96976        1.07693
        96.2486       0.969761        1.07693
        96.2569       0.969761        1.07693
        96.2652       0.969762        1.07693
        96.2736       0.969762        1.07693
        96.2819       0.969763        1.07693
        96.2902       0.969764        1.07693
        96.2985       0.969764        1.07693
        96.3069       0.969765        1.07693
        96.3152       0.969765        1.07693
        96.3235       0.969766        1.07693
        96.3319       0.969766        1.07693
        96.3402       0.969767        1.07693
        96.3485       0.969767        1.07693
        96.3569       0.969768        1.07693
        96.3652       0.969769        1.07693
        96.3735       0.969769        1.07693
        96.3819        0.96977        1.07693
        96.3902        0.96977        1.07693
        96.3985       0.969771        1.07693
        96.4069       0.969771        1.07693
        96.4152       0.969772        1.07693
        96.4235       0.969772        1.07694
        96.4318       0.969773        1.07694
        96.4402       0.969773        1.07694
        96.4485       0.969774        1.07694
        96.4568       0.969774        1.07694
        96.4652       0.969775        1.07694
        96.4735       0.969776        1.07694
        96.4818       0.969776        1.07694
        96.4902       0.969777        1.07694
        96.4985       0.969777        1.07694
        96.5068       0.969778        1.07694
        96.5152       0.969778        1.07694
        96.5235       0.969779        1.07694
        96.5318       0.969779        1.07694
        96.5402        0.96978        1.07694
        96.5485       0.969781        1.07694
        96.5568       0.969781        1.07694
        96.5651       0.969782        1.07694
        96.5735       0.969782        1.07694
        96.5818       0.969783        1.07694
        96.5901       0.969783        1.07694
        96.5985       0.969784        1.07694
        96.6068       0.969784        1.07694
        96.6151       0.969785        1.07694
        96.6235       0.969786        1.07694
        96.6318       0.969786        1.07694
        96.6401       0.969787        1.07694
        96.6485       0.969787        1.07694
        96.6568       0.969788        1.07694
        96.6651       0.969788        1.07694
        96.6735       0.969789        1.07694
        96.6818        0.96979        1.07694
        96.6901        0.96979        1.07694
        96.6984       0.969791        1.07694
        96.7068       0.969791        1.07694
        96.7151       0.969792        1.07694
        96.7234       0.969792        1.07694
        96.7318       0.969793        1.07694
        96.7401       0.969793        1.07694
        96.7484       0.969794        1.07694
        96.7568       0.969795        1.07694
        96.7651       0.969795        1.07694
        96.7734       0.969796        1.07694
        96.7818       0.969796        1.07694
        96.7901       0.969797        1.07694
        96.7984       0.969798        1.07694
        96.8068       0.969798        1.07694
        96.8151       0.969799        1.07694
        96.8234         0.9698        1.07694
        96.8317         0.9698        1.07694
        96.8401       0.969801        1.07694
        96.8484       0.969801        1.07694
        96.8567       0.969802        1.07694
        96.8651       0.969803        1.07694
        96.8734       0.969803        1.07694
        96.8817       0.969804        1.07694
        96.8901       0.969804        1.07694
        96.8984       0.969805        1.07694
        96.9067       0.969806        1.07694
        96.9151       0.969806        1.07694
        96.9234       0.969807        1.07694
        96.9317       0.969807        1.07694
        96.9401       0.969808        1.07694
        96.9484       0.969809        1.07694
        96.9567       0.969809        1.07694
         96.965        0.96981        1.07694
        96.9734        0.96981        1.07694
        96.9817       0.969811        1.07694
          96.99       0.969812        1.07694
        96.9984       0.969812        1.07694
        97.0067       0.969813        1.07694
         97.015       0.969814        1.07694
        97.0234       0.969814        1.07694
        97.0317       0.969815        1.07694
          97.04       0.969815        1.07694
        97.0484       0.969816        1.07694
        97.0567       0.969817        1.07694
         97.065       0.969818        1.07694
        97.0734        0.96982        1.07694
        97.0817        0.96982        1.07694
          97.09        0.96982        1.07694
        97.0984       0.969821        1.07694
        97.1067       0.969821        1.07694
         97.115       0.969822        1.07694
        97.1233       0.969822        1.07694
        97.1317       0.969823        1.07694
          97.14       0.969823        1.07694
        97.1483       0.969823        1.07694
        97.1567       0.969824        1.07694
         97.165       0.969824        1.07694
        97.1733       0.969825        1.07694
        97.1817       0.969825        1.07694
          97.19       0.969826        1.07694
        97.1983       0.969826        1.07694
        97.2067       0.969827        1.07694
         97.215       0.969827        1.07694
        97.2233       0.969827        1.07694
        97.2317       0.969828        1.07694
          97.24       0.969828        1.07694
        97.2483       0.969828        1.07694
        97.2566       0.969829        1.07694
         97.265       0.969829        1.07694
        97.2733       0.969829        1.07694
        97.2816        0.96983        1.07694
          97.29        0.96983        1.07695
        97.2983       0.969831        1.07695
        97.3066       0.969831        1.07695
         97.315       0.969831        1.07695
        97.3233       0.969831        1.07695
        97.3316       0.969832        1.07695
          97.34       0.969832        1.07695
        97.3483       0.969832        1.07695
        97.3566       0.969833        1.07695
         97.365       0.969833        1.07695
        97.3733       0.969833        1.07695
        97.3816       0.969834        1.07695
        97.3899       0.969834        1.07695
        97.3983       0.969834        1.07695
        97.4066       0.969835        1.07695
        97.4149       0.969835        1.07695
        97.4233       0.969835        1.07695
        97.4316       0.969836        1.07696
        97.4399       0.969836        1.07696
        97.4483       0.969836        1.07696
        97.4566       0.969836        1.07696
        97.4649       0.969837        1.07696
        97.4733       0.969837        1.07696
        97.4816       0.969837        1.07696
        97.4899       0.969838        1.07696
        97.4983       0.969838        1.07696
        97.5066       0.969838        1.07696
        97.5149       0.969839        1.07696
        97.5232       0.969839        1.07696
        97.5316       0.969839        1.07697
        97.5399        0.96984        1.07697
        97.5482        0.96984        1.07697
        97.5566        0.96984        1.07697
        97.5649       0.969841        1.07697
        97.5732       0.969841        1.07697
        97.5816       0.969841        1.07697
        97.5899       0.969842        1.07697
        97.5982       0.969842        1.07697
        97.6066       0.969842        1.07697
        97.6149       0.969843        1.07697
        97.6232       0.969843        1.07698
        97.6316       0.969844        1.07698
        97.6399       0.969844        1.07698
        97.6482       0.969844        1.07698
        97.6565       0.969845        1.07698
        97.6649       0.969845        1.07698
        97.6732       0.969845        1.07698
        97.6815       0.969846        1.07698
        97.6899       0.969846        1.07698
        97.6982       0.969846        1.07698
        97.7065       0.969847        1.07698
        97.7149       0.969847        1.07699
        97.7232       0.969847        1.07699
        97.7315       0.969848        1.07699
        97.7399       0.969848        1.07699
        97.7482       0.969849        1.07699
        97.7565       0.969849        1.07699
        97.7649       0.969849        1.07699
        97.7732        0.96985        1.07699
        97.7815        0.96985        1.07699
        97.7898        0.96985        1.07699
        97.7982       0.969851        1.07699
        97.8065       0.969851          1.077
        97.8148       0.969851          1.077
        97.8232       0.969852          1.077
        97.8315       0.969852          1.077
        97.8398       0.969852          1.077
        97.8482       0.969853          1.077
        97.8565       0.969853          1.077
        97.8648       0.969853          1.077
        97.8732       0.969854          1.077
        97.8815       0.969854          1.077
        97.8898       0.969854          1.077
        97.8982       0.969855          1.077
        97.9065       0.969855        1.07701
        97.9148       0.969855        1.07701
        97.9231       0.969856        1.07701
        97.9315       0.969856        1.07701
        97.9398       0.969856        1.07701
        97.9481       0.969857        1.07701
        97.9565       0.969857        1.07701
        97.9648       0.969857        1.07701
        97.9731       0.969858        1.07701
        97.9815       0.969858        1.07701
        97.9898       0.969858        1.07701
        97.9981       0.969859        1.07701
        98.0065       0.969859        1.07701
        98.0148       0.969859        1.07701
        98.0231        0.96986        1.07702
        98.0315        0.96986        1.07702
        98.0398       0.969861        1.07702
        98.0481       0.969861        1.07702
        98.0564       0.969861        1.07702
        98.0648       0.969862        1.07702
        98.0731       0.969862        1.07702
        98.0814       0.969862        1.07702
        98.0898       0.969863        1.07702
        98.0981       0.969863        1.07702
        98.1064       0.969863        1.07702
        98.1148       0.969864        1.07702
        98.1231       0.969864        1.07702
        98.1314       0.969864        1.07702
        98.1398       0.969865        1.07702
        98.1481       0.969865        1.07702
        98.1564       0.969865        1.07703
        98.1648       0.969866        1.07703
        98.1731       0.969866        1.07703
        98.1814       0.969866        1.07703
        98.1898       0.969866        1.07703
        98.1981       0.969867        1.07703
        98.2064       0.969867        1.07703
        98.2147       0.969867        1.07703
        98.2231       0.969868        1.07703
        98.2314       0.969868        1.07703
        98.2397       0.969869        1.07703
        98.2481       0.969869        1.07703
        98.2564       0.969869        1.07703
        98.2647        0.96987        1.07703
        98.2731        0.96987        1.07703
        98.2814        0.96987        1.07703
        98.2897       0.969871        1.07703
        98.2981       0.969871        1.07703
        98.3064       0.969871        1.07703
        98.3147       0.969872        1.07703
        98.3231       0.969872        1.07703
        98.3314       0.969872        1.07704
        98.3397       0.969873        1.07704
         98.348       0.969873        1.07704
        98.3564       0.969873        1.07704
        98.3647       0.969874        1.07704
         98.373       0.969874        1.07704
        98.3814       0.969874        1.07704
        98.3897       0.969875        1.07704
         98.398       0.969875        1.07704
        98.4064       0.969875        1.07704
        98.4147       0.969876        1.07704
         98.423       0.969876        1.07704
        98.4314       0.969876        1.07704
        98.4397       0.969877        1.07704
         98.448       0.969877        1.07704
        98.4564       0.969877        1.07704
        98.4647       0.969878        1.07704
         98.473       0.969878        1.07704
        98.4813       0.969878        1.07704
        98.4897       0.969879        1.07704
         98.498       0.969879        1.07704
        98.5063       0.969879        1.07704
        98.5147        0.96988        1.07704
         98.523        0.96988        1.07704
        98.5313        0.96988        1.07704
        98.5397       0.969881        1.07704
         98.548       0.969881        1.07704
        98.5563       0.969882        1.07704
        98.5647       0.969882        1.07704
         98.573       0.969882        1.07704
        98.5813       0.969883        1.07704
        98.5897       0.969883        1.07704
         98.598       0.969883        1.07705
        98.6063       0.969884        1.07705
        98.6146       0.969884        1.07705
         98.623       0.969884        1.07705
        98.6313       0.969885        1.07705
        98.6396       0.969885        1.07705
         98.648       0.969885        1.07705
        98.6563       0.969886        1.07705
        98.6646       0.969886        1.07705
         98.673       0.969886        1.07705
        98.6813       0.969887        1.07705
        98.6896       0.969887        1.07705
         98.698       0.969888        1.07705
        98.7063       0.969888        1.07705
        98.7146       0.969888        1.07705
         98.723       0.969889        1.07705
        98.7313       0.969889        1.07705
        98.7396       0.969889        1.07705
        98.7479        0.96989        1.07705
        98.7563        0.96989        1.07705
        98.7646       0.969891        1.07705
        98.7729       0.969891        1.07705
        98.7813       0.969891        1.07705
        98.7896       0.969892        1.07705
        98.7979       0.969892        1.07705
        98.8063       0.969892        1.07705
        98.8146       0.969893        1.07705
        98.8229       0.969893        1.07705
        98.8313       0.969893        1.07705
        98.8396       0.969894        1.07705
        98.8479       0.969894        1.07705
        98.8563       0.969894        1.07705
        98.8646       0.969895        1.07705
        98.8729       0.969895        1.07705
        98.8812       0.969895        1.07705
        98.8896       0.969896        1.07705
        98.8979       0.969896        1.07705
        98.9062       0.969896        1.07705
        98.9146       0.969897        1.07705
        98.9229       0.969897        1.07705
        98.9312       0.969898        1.07705
        98.9396       0.969898        1.07705
        98.9479       0.969898        1.07705
        98.9562       0.969899        1.07705
        98.9646       0.969899        1.07705
        98.9729         0.9699        1.07705
        98.9812         0.9699        1.07705
        98.9896         0.9699        1.07705
        98.9979       0.969901        1.07705
        99.0062       0.969901        1.07705
        99.0145       0.969902        1.07705
        99.0229       0.969902        1.07705
        99.0312       0.969902        1.07705
        99.0395       0.969903        1.07705
        99.0479       0.969903        1.07705
        99.0562       0.969903        1.07705
        99.0645       0.969904        1.07705
        99.0729       0.969905        1.07705
        99.0812       0.969906        1.07705
        99.0895       0.969906        1.07705
        99.0979       0.969907        1.07705
        99.1062       0.969907        1.07705
        99.1145       0.969907        1.07705
        99.1229       0.969907        1.07705
        99.1312       0.969907        1.07705
        99.1395       0.969908        1.07705
        99.1479       0.969908        1.07705
        99.1562       0.969908        1.07705
        99.1645       0.969908        1.07705
        99.1728       0.969909        1.07705
        99.1812       0.969909        1.07705
        99.1895       0.969909        1.07705
        99.1978       0.969909        1.07705
        99.2062       0.969909        1.07705
        99.2145        0.96991        1.07705
        99.2228        0.96991        1.07705
        99.2312        0.96991        1.07705
        99.2395        0.96991        1.07705
        99.2478        0.96991        1.07706
        99.2562        0.96991        1.07706
        99.2645       0.969911        1.07706
        99.2728       0.969911        1.07706
        99.2812       0.969911        1.07706
        99.2895       0.969911        1.07706
        99.2978       0.969911        1.07706
        99.3061       0.969911        1.07706
        99.3145       0.969911        1.07706
        99.3228       0.969911        1.07706
        99.3311       0.969911        1.07706
        99.3395       0.969912        1.07706
        99.3478       0.969912        1.07706
        99.3561       0.969912        1.07706
        99.3645       0.969912        1.07706
        99.3728       0.969912        1.07706
        99.3811       0.969912        1.07706
        99.3895       0.969912        1.07706
        99.3978       0.969912        1.07706
        99.4061       0.969912        1.07706
        99.4145       0.969912        1.07707
        99.4228       0.969912        1.07707
        99.4311       0.969912        1.07707
        99.4394       0.969912        1.07707
        99.4478       0.969911        1.07707
        99.4561       0.969911        1.07707
        99.4644       0.969912        1.07707
        99.4728       0.969912        1.07707
        99.4811       0.969912        1.07707
        99.4894       0.969912        1.07707
        99.4978       0.969913        1.07707
        99.5061       0.969913        1.07707
        99.5144       0.969913        1.07707
        99.5228       0.969913        1.07708
        99.5311       0.969914        1.07708
        99.5394       0.969914        1.07708
        99.5478       0.969914        1.07708
        99.5561       0.969914        1.07708
        99.5644       0.969915        1.07708
        99.5727       0.969916        1.07708
        99.5811       0.969917        1.07708
        99.5894       0.969918        1.07708
        99.5977       0.969918        1.07708
        99.6061       0.969918        1.07708
        99.6144       0.969918        1.07708
        99.6227       0.969918        1.07708
        99.6311       0.969918        1.07708
        99.6394       0.969919        1.07708
        99.6477       0.969919        1.07708
        99.6561       0.969919        1.07708
        99.6644       0.969918        1.07708
        99.6727       0.969917        1.07708
        99.6811       0.969917        1.07708
        99.6894       0.969916        1.07708
        99.6977       0.969917        1.07709
         99.706       0.969918        1.07709
        99.7144       0.969918        1.07709
        99.7227        0.96992        1.07709
         99.731       0.969921        1.07709
        99.7394       0.969922        1.07709
        99.7477       0.969923        1.07709
         99.756       0.969924        1.07709
        99.7644       0.969925         1.0771
        99.7727       0.969924         1.0771
         99.781       0.969923        1.07709
        99.7894       0.969923        1.07709
        99.7977       0.969922        1.07709
         99.806       0.969921        1.07709
        99.8144       0.969921        1.07709
        99.8227        0.96992        1.07709
         99.831        0.96992        1.07709
        99.8393       0.969921         1.0771
        99.8477       0.969922         1.0771
         99.856       0.969923         1.0771
        99.8643       0.969925         1.0771
        99.8727       0.969926         1.0771
         99.881       0.969927         1.0771
        99.8893       0.969928         1.0771
        99.8977       0.969928         1.0771
         99.906       0.969929         1.0771
        99.9143       0.969928         1.0771
        99.9227       0.969927         1.0771
         99.931       0.969926         1.0771
        99.9393       0.969925         1.0771
